=== Transmission / Reflection vs Energy (Displayed Range) ===
 Energy (eV)    Transmission      Reflection
         1916.73        0.000000        1.000000
         1918.96        0.000000        1.000000
         1921.20        0.000000        1.000000
         1923.43        0.000000        1.000000
         1925.66        0.000000        1.000000
         1927.90        0.000000        1.000000
         1930.13        0.000000        1.000000
         1932.37        0.000000        1.000000
         1934.60        0.000000        1.000000
         1936.83        0.000000        1.000000
         1939.07        0.000000        1.000000
         1941.30        0.000000        1.000000
         1943.54        0.000000        1.000000
         1945.77        0.000000        1.000000
         1948.00        0.000000        1.000000
         1950.24        0.000000        1.000000
         1952.47        0.000000        1.000000
         1954.71        0.000000        1.000000
         1956.94        0.000000        1.000000
         1959.17        0.000000        1.000000
         1961.41        0.000000        1.000000
         1963.64        0.000000        1.000000
         1965.88        0.000000        1.000000
         1968.11        0.000000        1.000000
         1970.34        0.000000        1.000000
         1972.58        0.000000        1.000000
         1974.81        0.000000        1.000000
         1977.05        0.000000        1.000000
         1979.28        0.000000        1.000000
         1981.51        0.000000        1.000000
         1983.75        0.000000        1.000000
         1985.98        0.000000        1.000000
         1988.22        0.000000        1.000000
         1990.45        0.000000        1.000000
         1992.68        0.000000        1.000000
         1994.92        0.000000        1.000000
         1997.15        0.000000        1.000000
         1999.38        0.000000        1.000000
         2001.62        0.000000        1.000000
         2003.85        0.000000        1.000000
         2006.09        0.000000        1.000000
         2008.32        0.000000        1.000000
         2010.55        0.000000        1.000000
         2012.79        0.000000        1.000000
         2015.02        0.000000        1.000000
         2017.26        0.000000        1.000000
         2019.49        0.000000        1.000000
         2021.72        0.000000        1.000000
         2023.96        0.000000        1.000000
         2026.19        0.000000        1.000000
         2028.43        0.000000        1.000000
         2030.66        0.000000        1.000000
         2032.89        0.000000        1.000000
         2035.13        0.000000        1.000000
         2037.36        0.000000        1.000000
         2039.60        0.000000        1.000000
         2041.83        0.000000        1.000000
         2044.06        0.000000        1.000000
         2046.30        0.000000        1.000000
         2048.53        0.000000        1.000000
         2050.77        0.000000        1.000000
         2053.00        0.000000        1.000000
         2055.23        0.000000        1.000000
         2057.47        0.000000        1.000000
         2059.70        0.000000        1.000000
         2061.94        0.000000        1.000000
         2064.17        0.000000        1.000000
         2066.40        0.000000        1.000000
         2068.64        0.000000        1.000000
         2070.87        0.000000        1.000000
         2073.11        0.000000        1.000000
         2075.34        0.000000        1.000000
         2077.57        0.000000        1.000000
         2079.81        0.000000        1.000000
         2082.04        0.000000        1.000000
         2084.27        0.000000        1.000000
         2086.51        0.000000        1.000000
         2088.74        0.000000        1.000000
         2090.98        0.000000        1.000000
         2093.21        0.000000        1.000000
         2095.44        0.000000        1.000000
         2097.68        0.000000        1.000000
         2099.91        0.000000        1.000000
         2102.15        0.000000        1.000000
         2104.38        0.000000        1.000000
         2106.61        0.000000        1.000000
         2108.85        0.000000        1.000000
         2111.08        0.000000        1.000000
         2113.32        0.000000        1.000000
         2115.55        0.000000        1.000000
         2117.78        0.000000        1.000000
         2120.02        0.000000        1.000000
         2122.25        0.000000        1.000000
         2124.49        0.000000        1.000000
         2126.72        0.000000        1.000000
         2128.95        0.000000        1.000000
         2131.19        0.000000        1.000000
         2133.42        0.000000        1.000000
         2135.66        0.000000        1.000000
         2137.89        0.000000        1.000000
         2140.12        0.000000        1.000000
         2142.36        0.000000        1.000000
         2144.59        0.000000        1.000000
         2146.83        0.000000        1.000000
         2149.06        0.000000        1.000000
         2151.29        0.000000        1.000000
         2153.53        0.000000        1.000000
         2155.76        0.000000        1.000000
         2158.00        0.000000        1.000000
         2160.23        0.000000        1.000000
         2162.46        0.000000        1.000000
         2164.70        0.000000        1.000000
         2166.93        0.000000        1.000000
         2169.16        0.000000        1.000000
         2171.40        0.000000        1.000000
         2173.63        0.000000        1.000000
         2175.87        0.000000        1.000000
         2178.10        0.000000        1.000000
         2180.33        0.000000        1.000000
         2182.57        0.000000        1.000000
         2184.80        0.000000        1.000000
         2187.04        0.000000        1.000000
         2189.27        0.000000        1.000000
         2191.50        0.000000        1.000000
         2193.74        0.000000        1.000000
         2195.97        0.000000        1.000000
         2198.21        0.000000        1.000000
         2200.44        0.000000        1.000000
         2202.67        0.000000        1.000000
         2204.91        0.000000        1.000000
         2207.14        0.000000        1.000000
         2209.38        0.000000        1.000000
         2211.61        0.000000        1.000000
         2213.84        0.000000        1.000000
         2216.08        0.000000        1.000000
         2218.31        0.000000        1.000000
         2220.55        0.000000        1.000000
         2222.78        0.000000        1.000000
         2225.01        0.000000        1.000000
         2227.25        0.000000        1.000000
         2229.48        0.000000        1.000000
         2231.72        0.000000        1.000000
         2233.95        0.000000        1.000000
         2236.18        0.000000        1.000000
         2238.42        0.000000        1.000000
         2240.65        0.000000        1.000000
         2242.89        0.000000        1.000000
         2245.12        0.000000        1.000000
         2247.35        0.000000        1.000000
         2249.59        0.000000        1.000000
         2251.82        0.000000        1.000000
         2254.06        0.000000        1.000000
         2256.29        0.000000        1.000000
         2258.52        0.000000        1.000000
         2260.76        0.000000        1.000000
         2262.99        0.000000        1.000000
         2265.22        0.000000        1.000000
         2267.46        0.000000        1.000000
         2269.69        0.000000        1.000000
         2271.93        0.000000        1.000000
         2274.16        0.000000        1.000000
         2276.39        0.000000        1.000000
         2278.63        0.000000        1.000000
         2280.86        0.000000        1.000000
         2283.10        0.000000        1.000000
         2285.33        0.000000        1.000000
         2287.56        0.000000        1.000000
         2289.80        0.000000        1.000000
         2292.03        0.000000        1.000000
         2294.27        0.000000        1.000000
         2296.50        0.000000        1.000000
         2298.73        0.000000        1.000000
         2300.97        0.000000        1.000000
         2303.20        0.000000        1.000000
         2305.44        0.000000        1.000000
         2307.67        0.000000        1.000000
         2309.90        0.000000        1.000000
         2312.14        0.000000        1.000000
         2314.37        0.000000        1.000000
         2316.61        0.000000        1.000000
         2318.84        0.000000        1.000000
         2321.07        0.000000        1.000000
         2323.31        0.000000        1.000000
         2325.54        0.000000        1.000000
         2327.78        0.000000        1.000000
         2330.01        0.000000        1.000000
         2332.24        0.000000        1.000000
         2334.48        0.015122        0.984878
         2336.71        0.018666        0.981334
         2338.95        0.028538        0.971462
         2341.18        0.047784        0.952216
         2343.41        0.695481        0.304519
         2345.65        0.078583        0.921417
         2347.88        0.121343        0.878657
         2350.11        0.189556        0.810444
         2352.35        0.123230        0.876770
         2354.58        0.212298        0.787702
         2356.82        0.192935        0.807065
         2359.05        0.152961        0.847039
         2361.28        0.554775        0.445225
         2363.52        0.129243        0.870757
         2365.75        0.679067        0.320933
         2367.99        0.209294        0.790706
         2370.22        0.195153        0.804847
         2372.45        0.948272        0.051728
         2374.69        0.186606        0.813394
         2376.92        0.279672        0.720328
         2379.16        0.806319        0.193681
         2381.39        0.203348        0.796652
         2383.62        0.307994        0.692006
         2385.86        0.897481        0.102519
         2388.09        0.240302        0.759698
         2390.33        0.279815        0.720185
         2392.56        0.992563        0.007437
         2394.79        0.327749        0.672251
         2397.03        0.248439        0.751561
         2399.26        0.684696        0.315304
         2401.50        0.578414        0.421586
         2403.73        0.259225        0.740775
         2405.96        0.383664        0.616336
         2408.20        0.998427        0.001573
         2410.43        0.382263        0.617737
         2412.67        0.282772        0.717228
         2414.90        0.586967        0.413033
         2417.13        0.838217        0.161783
         2419.37        0.340121        0.659879
         2421.60        0.326680        0.673320
         2423.84        0.744781        0.255219
         2426.07        0.737504        0.262496
         2428.30        0.342608        0.657392
         2430.54        0.360441        0.639559
         2432.77        0.796816        0.203184
         2435.00        0.742489        0.257511
         2437.24        0.364414        0.635586
         2439.47        0.372607        0.627393
         2441.71        0.759666        0.240334
         2443.94        0.826012        0.173988
         2446.17        0.405869        0.594131
         2448.41        0.370211        0.629789
         2450.64        0.660562        0.339438
         2452.88        0.951423        0.048577
         2455.11        0.483985        0.516015
         2457.34        0.370853        0.629147
         2459.58        0.541761        0.458239
         2461.81        0.991342        0.008658
         2464.05        0.633324        0.366676
         2466.28        0.397074        0.602926
         2468.51        0.448684        0.551316
         2470.75        0.821679        0.178321
         2472.98        0.873143        0.126857
         2475.22        0.482136        0.517864
         2477.45        0.407257        0.592743
         2479.68        0.593202        0.406798
