,Parameter,Parameter Value,Scenario,Model,Ticker,Weight
325,Lookback Window,252.0,Lookback Window=252,Equal-Weight,ABT,0.02
326,Lookback Window,252.0,Lookback Window=252,Equal-Weight,GILD,0.02
327,Lookback Window,252.0,Lookback Window=252,Equal-Weight,UNP,0.02
328,Lookback Window,252.0,Lookback Window=252,Equal-Weight,ADI,0.02
329,Lookback Window,252.0,Lookback Window=252,Equal-Weight,TMUS,0.02
330,Lookback Window,252.0,Lookback Window=252,Equal-Weight,MMM,0.02
331,Lookback Window,252.0,Lookback Window=252,Equal-Weight,ADBE,0.02
332,Lookback Window,252.0,Lookback Window=252,Equal-Weight,AXP,0.02
333,Lookback Window,252.0,Lookback Window=252,Equal-Weight,BA,0.02
334,Lookback Window,252.0,Lookback Window=252,Equal-Weight,CVX,0.02
335,Lookback Window,252.0,Lookback Window=252,Equal-Weight,CSCO,0.02
336,Lookback Window,252.0,Lookback Window=252,Equal-Weight,DD,0.02
337,Lookback Window,252.0,Lookback Window=252,Equal-Weight,XOM,0.02
338,Lookback Window,252.0,Lookback Window=252,Equal-Weight,FDX,0.02
339,Lookback Window,252.0,Lookback Window=252,Equal-Weight,GS,0.02
340,Lookback Window,252.0,Lookback Window=252,Equal-Weight,GM,0.02
341,Lookback Window,252.0,Lookback Window=252,Equal-Weight,HAS,0.02
342,Lookback Window,252.0,Lookback Window=252,Equal-Weight,JBL,0.02
343,Lookback Window,252.0,Lookback Window=252,Equal-Weight,KMB,0.02
344,Lookback Window,252.0,Lookback Window=252,Equal-Weight,KLAC,0.02
345,Lookback Window,252.0,Lookback Window=252,Equal-Weight,LOW,0.02
346,Lookback Window,252.0,Lookback Window=252,Equal-Weight,MKC,0.02
347,Lookback Window,252.0,Lookback Window=252,Equal-Weight,NEM,0.02
348,Lookback Window,252.0,Lookback Window=252,Equal-Weight,OLN,0.02
349,Lookback Window,252.0,Lookback Window=252,Equal-Weight,PH,0.02
350,Lookback Window,252.0,Lookback Window=252,Markowitz,PPG,0.0
351,Lookback Window,252.0,Lookback Window=252,Markowitz,DELL,0.3
352,Lookback Window,252.0,Lookback Window=252,Markowitz,QCOM,0.0
353,Lookback Window,252.0,Lookback Window=252,Markowitz,AMAT,0.16571
354,Lookback Window,252.0,Lookback Window=252,Markowitz,MRK,0.0
355,Lookback Window,252.0,Lookback Window=252,Markowitz,AME,0.0
356,Lookback Window,252.0,Lookback Window=252,Markowitz,PG,0.0
357,Lookback Window,252.0,Lookback Window=252,Markowitz,CL,0.0
358,Lookback Window,252.0,Lookback Window=252,Markowitz,V,0.0
359,Lookback Window,252.0,Lookback Window=252,Markowitz,MA,0.0
360,Lookback Window,252.0,Lookback Window=252,Markowitz,MU,0.0
361,Lookback Window,252.0,Lookback Window=252,Markowitz,T,0.0
362,Lookback Window,252.0,Lookback Window=252,Markowitz,JPM,0.0
363,Lookback Window,252.0,Lookback Window=252,Markowitz,JNJ,0.0
364,Lookback Window,252.0,Lookback Window=252,Markowitz,INTC,0.0
365,Lookback Window,252.0,Lookback Window=252,Markowitz,GE,0.0
366,Lookback Window,252.0,Lookback Window=252,Markowitz,MS,0.02795
367,Lookback Window,252.0,Lookback Window=252,Markowitz,RTX,0.0
368,Lookback Window,252.0,Lookback Window=252,Markowitz,TXN,0.0
369,Lookback Window,252.0,Lookback Window=252,Markowitz,IBM,0.0
370,Lookback Window,252.0,Lookback Window=252,Markowitz,SPGI,0.0
371,Lookback Window,252.0,Lookback Window=252,Markowitz,LMT,0.0
372,Lookback Window,252.0,Lookback Window=252,Markowitz,ADP,0.0
373,Lookback Window,252.0,Lookback Window=252,Markowitz,COF,0.0
374,Lookback Window,252.0,Lookback Window=252,Markowitz,WDC,0.0
375,Lookback Window,252.0,Lookback Window=252,Markowitz,ABT,0.0
376,Lookback Window,252.0,Lookback Window=252,Markowitz,GILD,0.0
377,Lookback Window,252.0,Lookback Window=252,Markowitz,UNP,0.0
378,Lookback Window,252.0,Lookback Window=252,Markowitz,ADI,0.0
379,Lookback Window,252.0,Lookback Window=252,Markowitz,TMUS,0.0
380,Lookback Window,252.0,Lookback Window=252,Markowitz,MMM,0.0
381,Lookback Window,252.0,Lookback Window=252,Markowitz,ADBE,0.0
382,Lookback Window,252.0,Lookback Window=252,Markowitz,AXP,0.0
383,Lookback Window,252.0,Lookback Window=252,Markowitz,BA,0.0
384,Lookback Window,252.0,Lookback Window=252,Markowitz,CVX,0.0
385,Lookback Window,252.0,Lookback Window=252,Markowitz,CSCO,0.0
386,Lookback Window,252.0,Lookback Window=252,Markowitz,DD,0.0
387,Lookback Window,252.0,Lookback Window=252,Markowitz,XOM,0.0
388,Lookback Window,252.0,Lookback Window=252,Markowitz,FDX,0.08911
389,Lookback Window,252.0,Lookback Window=252,Markowitz,GS,0.0
390,Lookback Window,252.0,Lookback Window=252,Markowitz,GM,0.16398
391,Lookback Window,252.0,Lookback Window=252,Markowitz,HAS,0.0
392,Lookback Window,252.0,Lookback Window=252,Markowitz,JBL,0.0
393,Lookback Window,252.0,Lookback Window=252,Markowitz,KMB,0.0
394,Lookback Window,252.0,Lookback Window=252,Markowitz,KLAC,0.0
395,Lookback Window,252.0,Lookback Window=252,Markowitz,LOW,0.21878
396,Lookback Window,252.0,Lookback Window=252,Markowitz,MKC,0.0
397,Lookback Window,252.0,Lookback Window=252,Markowitz,NEM,0.0
398,Lookback Window,252.0,Lookback Window=252,Markowitz,OLN,0.03447
399,Lookback Window,252.0,Lookback Window=252,Markowitz,PH,0.0
400,Lookback Window,252.0,Lookback Window=252,Black-Litterman,PPG,0.0
401,Lookback Window,252.0,Lookback Window=252,Black-Litterman,DELL,0.03340933181336373
402,Lookback Window,252.0,Lookback Window=252,Black-Litterman,QCOM,0.021599568008639825
403,Lookback Window,252.0,Lookback Window=252,Black-Litterman,AMAT,0.0
404,Lookback Window,252.0,Lookback Window=252,Black-Litterman,MRK,0.020189596208075835
405,Lookback Window,252.0,Lookback Window=252,Black-Litterman,AME,0.0
406,Lookback Window,252.0,Lookback Window=252,Black-Litterman,PG,0.0
407,Lookback Window,252.0,Lookback Window=252,Black-Litterman,CL,0.0
408,Lookback Window,252.0,Lookback Window=252,Black-Litterman,V,0.1594868102637947
409,Lookback Window,252.0,Lookback Window=252,Black-Litterman,MA,0.09093818123637526
410,Lookback Window,252.0,Lookback Window=252,Black-Litterman,MU,0.05113897722045558
411,Lookback Window,252.0,Lookback Window=252,Black-Litterman,T,0.0
412,Lookback Window,252.0,Lookback Window=252,Black-Litterman,JPM,0.0
413,Lookback Window,252.0,Lookback Window=252,Black-Litterman,JNJ,0.0
414,Lookback Window,252.0,Lookback Window=252,Black-Litterman,INTC,0.01703965920681586
415,Lookback Window,252.0,Lookback Window=252,Black-Litterman,GE,0.1569568608627827
416,Lookback Window,252.0,Lookback Window=252,Black-Litterman,MS,0.0
417,Lookback Window,252.0,Lookback Window=252,Black-Litterman,RTX,0.0
418,Lookback Window,252.0,Lookback Window=252,Black-Litterman,TXN,0.0
419,Lookback Window,252.0,Lookback Window=252,Black-Litterman,IBM,0.0
420,Lookback Window,252.0,Lookback Window=252,Black-Litterman,SPGI,0.0738785224295514
421,Lookback Window,252.0,Lookback Window=252,Black-Litterman,LMT,0.0
422,Lookback Window,252.0,Lookback Window=252,Black-Litterman,ADP,0.0
423,Lookback Window,252.0,Lookback Window=252,Black-Litterman,COF,0.0
424,Lookback Window,252.0,Lookback Window=252,Black-Litterman,WDC,0.0
425,Lookback Window,252.0,Lookback Window=252,Black-Litterman,ABT,0.005729885402291953
426,Lookback Window,252.0,Lookback Window=252,Black-Litterman,GILD,0.01613967720645587
427,Lookback Window,252.0,Lookback Window=252,Black-Litterman,UNP,0.0
428,Lookback Window,252.0,Lookback Window=252,Black-Litterman,ADI,0.0
429,Lookback Window,252.0,Lookback Window=252,Black-Litterman,TMUS,0.04048919021619567
430,Lookback Window,252.0,Lookback Window=252,Black-Litterman,MMM,0.0
431,Lookback Window,252.0,Lookback Window=252,Black-Litterman,ADBE,0.11805763884722303
432,Lookback Window,252.0,Lookback Window=252,Black-Litterman,AXP,0.0
433,Lookback Window,252.0,Lookback Window=252,Black-Litterman,BA,0.005129897402051958
434,Lookback Window,252.0,Lookback Window=252,Black-Litterman,CVX,0.0
435,Lookback Window,252.0,Lookback Window=252,Black-Litterman,CSCO,0.0
436,Lookback Window,252.0,Lookback Window=252,Black-Litterman,DD,0.0
437,Lookback Window,252.0,Lookback Window=252,Black-Litterman,XOM,0.0
438,Lookback Window,252.0,Lookback Window=252,Black-Litterman,FDX,0.0
439,Lookback Window,252.0,Lookback Window=252,Black-Litterman,GS,0.0
440,Lookback Window,252.0,Lookback Window=252,Black-Litterman,GM,0.0
441,Lookback Window,252.0,Lookback Window=252,Black-Litterman,HAS,0.0
442,Lookback Window,252.0,Lookback Window=252,Black-Litterman,JBL,0.0
443,Lookback Window,252.0,Lookback Window=252,Black-Litterman,KMB,0.08009839803203936
444,Lookback Window,252.0,Lookback Window=252,Black-Litterman,KLAC,0.0
445,Lookback Window,252.0,Lookback Window=252,Black-Litterman,LOW,0.020449591008179835
446,Lookback Window,252.0,Lookback Window=252,Black-Litterman,MKC,0.04234915301693965
447,Lookback Window,252.0,Lookback Window=252,Black-Litterman,NEM,0.04691906161876762
448,Lookback Window,252.0,Lookback Window=252,Black-Litterman,OLN,0.0
449,Lookback Window,252.0,Lookback Window=252,Black-Litterman,PH,0.0
450,Lookback Window,252.0,Lookback Window=252,Risk-Parity,PPG,0.015865521817698673
451,Lookback Window,252.0,Lookback Window=252,Risk-Parity,DELL,0.01840907479015111
452,Lookback Window,252.0,Lookback Window=252,Risk-Parity,QCOM,0.015482686772706986
453,Lookback Window,252.0,Lookback Window=252,Risk-Parity,AMAT,0.012009051503759888
454,Lookback Window,252.0,Lookback Window=252,Risk-Parity,MRK,0.03211406332843486
455,Lookback Window,252.0,Lookback Window=252,Risk-Parity,AME,0.016980319601065136
456,Lookback Window,252.0,Lookback Window=252,Risk-Parity,PG,0.037799592416640715
457,Lookback Window,252.0,Lookback Window=252,Risk-Parity,CL,0.04331300692031018
458,Lookback Window,252.0,Lookback Window=252,Risk-Parity,V,0.01866977846607881
459,Lookback Window,252.0,Lookback Window=252,Risk-Parity,MA,0.0155048458123099
460,Lookback Window,252.0,Lookback Window=252,Risk-Parity,MU,0.011900750244455534
461,Lookback Window,252.0,Lookback Window=252,Risk-Parity,T,0.025515401928349512
462,Lookback Window,252.0,Lookback Window=252,Risk-Parity,JPM,0.015151701254201606
463,Lookback Window,252.0,Lookback Window=252,Risk-Parity,JNJ,0.0349923384524694
464,Lookback Window,252.0,Lookback Window=252,Risk-Parity,INTC,0.01667566084970474
465,Lookback Window,252.0,Lookback Window=252,Risk-Parity,GE,0.01282955436701264
466,Lookback Window,252.0,Lookback Window=252,Risk-Parity,MS,0.013769813463829573
467,Lookback Window,252.0,Lookback Window=252,Risk-Parity,RTX,0.012602804537171353
468,Lookback Window,252.0,Lookback Window=252,Risk-Parity,TXN,0.016018447168711415
469,Lookback Window,252.0,Lookback Window=252,Risk-Parity,IBM,0.01728273155474373
470,Lookback Window,252.0,Lookback Window=252,Risk-Parity,SPGI,0.023684232907650097
471,Lookback Window,252.0,Lookback Window=252,Risk-Parity,LMT,0.025209213560091724
472,Lookback Window,252.0,Lookback Window=252,Risk-Parity,ADP,0.019609801570974927
473,Lookback Window,252.0,Lookback Window=252,Risk-Parity,COF,0.010756173398914295
474,Lookback Window,252.0,Lookback Window=252,Risk-Parity,WDC,0.011470445936297041
475,Lookback Window,252.0,Lookback Window=252,Risk-Parity,ABT,0.02836753115488068
476,Lookback Window,252.0,Lookback Window=252,Risk-Parity,GILD,0.031506110545582104
477,Lookback Window,252.0,Lookback Window=252,Risk-Parity,UNP,0.018053896754415922
478,Lookback Window,252.0,Lookback Window=252,Risk-Parity,ADI,0.015008707639458232
479,Lookback Window,252.0,Lookback Window=252,Risk-Parity,TMUS,0.022928281065205516
480,Lookback Window,252.0,Lookback Window=252,Risk-Parity,MMM,0.02163033921714158
481,Lookback Window,252.0,Lookback Window=252,Risk-Parity,ADBE,0.024943826415417675
482,Lookback Window,252.0,Lookback Window=252,Risk-Parity,AXP,0.012199320291734823
483,Lookback Window,252.0,Lookback Window=252,Risk-Parity,BA,0.008954878392627492
484,Lookback Window,252.0,Lookback Window=252,Risk-Parity,CVX,0.013598308874144649
485,Lookback Window,252.0,Lookback Window=252,Risk-Parity,CSCO,0.019523187035184752
486,Lookback Window,252.0,Lookback Window=252,Risk-Parity,DD,0.0142509503165909
487,Lookback Window,252.0,Lookback Window=252,Risk-Parity,XOM,0.012863434778466949
488,Lookback Window,252.0,Lookback Window=252,Risk-Parity,FDX,0.014737623365755955
489,Lookback Window,252.0,Lookback Window=252,Risk-Parity,GS,0.014973776858124222
490,Lookback Window,252.0,Lookback Window=252,Risk-Parity,GM,0.01242991459508039
491,Lookback Window,252.0,Lookback Window=252,Risk-Parity,HAS,0.019985986531873595
492,Lookback Window,252.0,Lookback Window=252,Risk-Parity,JBL,0.011400970721071229
493,Lookback Window,252.0,Lookback Window=252,Risk-Parity,KMB,0.056790263524080044
494,Lookback Window,252.0,Lookback Window=252,Risk-Parity,KLAC,0.012775877279302916
495,Lookback Window,252.0,Lookback Window=252,Risk-Parity,LOW,0.023169380326886896
496,Lookback Window,252.0,Lookback Window=252,Risk-Parity,MKC,0.037240117028611255
497,Lookback Window,252.0,Lookback Window=252,Risk-Parity,NEM,0.03666615987997123
498,Lookback Window,252.0,Lookback Window=252,Risk-Parity,OLN,0.009481299809441656
499,Lookback Window,252.0,Lookback Window=252,Risk-Parity,PH,0.012902844975215384
500,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),PPG,0.035329578632829296
501,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),DELL,0.018741693376055298
502,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),QCOM,0.0014067474647732026
503,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),AMAT,0.049986443755978716
504,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),MRK,0.004339981732305108
505,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),AME,0.020461719459271714
506,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),PG,0.026625893447363096
507,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),CL,0.015829756258529833
508,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),V,0.027467939305429564
509,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),MA,0.017160658226619496
510,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),MU,0.021082179123773664
511,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),T,0.04616034816586727
512,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),JPM,0.021631122613691822
513,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),JNJ,0.006420185104124223
514,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),INTC,0.005091907496754994
515,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),GE,0.020100833623319558
516,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),MS,0.011013058420922773
517,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),RTX,0.0022007551482917816
518,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),TXN,0.0004546296799669667
519,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),IBM,0.00807775805784651
520,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),SPGI,0.011628865685441539
521,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),LMT,0.018810727682589904
522,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),ADP,0.004967390424538128
523,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),COF,0.0224638916861073
524,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),WDC,0.008545161448745318
525,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),ABT,0.050365665965481386
526,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),GILD,0.026529459131884973
527,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),UNP,0.01508964370290926
528,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),ADI,0.0009397697877603872
529,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),TMUS,0.05844724262307519
530,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),MMM,0.009948315996384495
531,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),ADBE,0.02848511410519766
532,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),AXP,0.012429162008524773
533,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),BA,0.004964135910073731
534,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),CVX,0.0017616698086501726
535,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),CSCO,0.016195761327945445
536,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),DD,0.00935279743855906
537,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),XOM,0.0007176178977995212
538,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),FDX,0.02224903646661652
539,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),GS,0.004463691799812761
540,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),GM,0.0028968659946651603
541,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),HAS,0.005029868490230947
542,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),JBL,0.00794154887685908
543,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),KMB,0.04446131156173385
544,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),KLAC,0.08231953378193868
545,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),LOW,0.02508706557431999
546,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),MKC,0.05562409361353129
547,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),NEM,0.01499873382643451
548,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),OLN,0.04752421302401085
549,Lookback Window,504.0,Lookback Window=504,Simulated (Max Sharpe Ratio),PH,0.026178455264463323
550,Lookback Window,504.0,Lookback Window=504,Equal-Weight,PPG,0.02
551,Lookback Window,504.0,Lookback Window=504,Equal-Weight,DELL,0.02
552,Lookback Window,504.0,Lookback Window=504,Equal-Weight,QCOM,0.02
553,Lookback Window,504.0,Lookback Window=504,Equal-Weight,AMAT,0.02
554,Lookback Window,504.0,Lookback Window=504,Equal-Weight,MRK,0.02
555,Lookback Window,504.0,Lookback Window=504,Equal-Weight,AME,0.02
556,Lookback Window,504.0,Lookback Window=504,Equal-Weight,PG,0.02
557,Lookback Window,504.0,Lookback Window=504,Equal-Weight,CL,0.02
558,Lookback Window,504.0,Lookback Window=504,Equal-Weight,V,0.02
559,Lookback Window,504.0,Lookback Window=504,Equal-Weight,MA,0.02
