,Parameter,Parameter Value,Scenario,Model,Ticker,Weight
1639,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,GS,0.0
1640,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,GM,0.16002
1641,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,HAS,0.0
1642,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,JBL,0.0
1643,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,KMB,0.0
1644,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,KLAC,0.0
1645,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,LOW,0.22492
1646,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,MKC,0.0
1647,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,NEM,0.0
1648,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,OLN,0.03208
1649,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Markowitz,PH,0.0
1650,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,PPG,0.0
1651,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,DELL,0.0268
1652,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,QCOM,0.00797
1653,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,AMAT,0.0
1654,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,MRK,0.06248
1655,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,AME,0.0
1656,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,PG,0.0
1657,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,CL,0.06059
1658,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,V,0.10784
1659,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,MA,0.01464
1660,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,MU,0.02247
1661,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,T,0.0
1662,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,JPM,0.03947
1663,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,JNJ,0.07133
1664,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,INTC,0.01554
1665,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,GE,0.08583
1666,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,MS,0.0
1667,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,RTX,0.0
1668,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,TXN,0.0
1669,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,IBM,0.0
1670,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,SPGI,0.05472
1671,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,LMT,0.0278
1672,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,ADP,0.0
1673,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,COF,0.0
1674,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,WDC,0.0
1675,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,ABT,0.01369
1676,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,GILD,0.04307
1677,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,UNP,0.0
1678,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,ADI,0.0
1679,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,TMUS,0.0196
1680,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,MMM,0.0
1681,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,ADBE,0.09329
1682,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,AXP,0.0
1683,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,BA,0.0
1684,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,CVX,0.0
1685,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,CSCO,0.0
1686,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,DD,0.0
1687,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,XOM,0.0
1688,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,FDX,0.0
1689,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,GS,0.0
1690,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,GM,0.0
1691,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,HAS,0.0
1692,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,JBL,0.0
1693,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,KMB,0.13209
1694,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,KLAC,0.0
1695,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,LOW,0.0027
1696,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,MKC,0.05684
1697,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,NEM,0.04125
1698,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,OLN,0.0
1699,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Black-Litterman,PH,0.0
1700,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,PPG,0.015865521817698673
1701,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,DELL,0.01840907479015111
1702,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,QCOM,0.015482686772706986
1703,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,AMAT,0.012009051503759888
1704,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,MRK,0.03211406332843486
1705,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,AME,0.016980319601065136
1706,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,PG,0.037799592416640715
1707,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,CL,0.04331300692031018
1708,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,V,0.01866977846607881
1709,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,MA,0.0155048458123099
1710,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,MU,0.011900750244455534
1711,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,T,0.025515401928349512
1712,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,JPM,0.015151701254201606
1713,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,JNJ,0.0349923384524694
1714,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,INTC,0.01667566084970474
1715,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,GE,0.01282955436701264
1716,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,MS,0.013769813463829573
1717,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,RTX,0.012602804537171353
1718,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,TXN,0.016018447168711415
1719,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,IBM,0.01728273155474373
1720,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,SPGI,0.023684232907650097
1721,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,LMT,0.025209213560091724
1722,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,ADP,0.019609801570974927
1723,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,COF,0.010756173398914295
1724,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,WDC,0.011470445936297041
1725,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,ABT,0.02836753115488068
1726,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,GILD,0.031506110545582104
1727,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,UNP,0.018053896754415922
1728,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,ADI,0.015008707639458232
1729,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,TMUS,0.022928281065205516
1730,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,MMM,0.02163033921714158
1731,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,ADBE,0.024943826415417675
1732,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,AXP,0.012199320291734823
1733,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,BA,0.008954878392627492
1734,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,CVX,0.013598308874144649
1735,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,CSCO,0.019523187035184752
1736,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,DD,0.0142509503165909
1737,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,XOM,0.012863434778466949
1738,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,FDX,0.014737623365755955
1739,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,GS,0.014973776858124222
1740,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,GM,0.01242991459508039
1741,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,HAS,0.019985986531873595
1742,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,JBL,0.011400970721071229
1743,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,KMB,0.056790263524080044
1744,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,KLAC,0.012775877279302916
1745,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,LOW,0.023169380326886896
1746,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,MKC,0.037240117028611255
1747,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,NEM,0.03666615987997123
1748,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,OLN,0.009481299809441656
1749,Risk-Free Rate,0.02,Risk-Free Rate=0.02,Risk-Parity,PH,0.012902844975215384
1750,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),PPG,0.09793396790293253
1751,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),DELL,0.12043812079169251
1752,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),QCOM,0.013808388178345019
1753,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),AMAT,0.03130184936147195
1754,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),MRK,0.012006359208828997
1755,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),AME,5.3620465659333526e-05
1756,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),PG,0.019780749981824126
1757,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),CL,0.0013910721234982716
1758,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),V,0.02939737826009112
1759,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),MA,0.011278788008326048
1760,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),MU,0.024053886774058356
1761,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),T,0.028303700268505105
1762,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),JPM,0.01729764359393517
1763,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),JNJ,0.0007894275347382215
1764,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),INTC,0.004783197387935479
1765,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),GE,0.011209344678256603
1766,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),MS,0.006322975800402489
1767,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),RTX,0.007982241246527431
1768,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),TXN,0.03695324088895369
1769,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),IBM,0.006685160756396331
1770,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),SPGI,0.030117457718231756
1771,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),LMT,0.0011055812811643301
1772,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),ADP,0.02417232021403687
1773,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),COF,0.011585119076693478
1774,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),WDC,0.003710927007800679
1775,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),ABT,0.015126906222119766
1776,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),GILD,0.004044080473256699
1777,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),UNP,0.011019676434964484
1778,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),ADI,0.0019074112262313812
1779,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),TMUS,0.004569280534494871
1780,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),MMM,0.0003856427358022111
1781,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),ADBE,0.012814304137841502
1782,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),AXP,0.015489429092305166
1783,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),BA,0.004639536251099244
1784,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),CVX,0.0028063496362366828
1785,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),CSCO,0.010078926643612453
1786,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),DD,0.008112146492630975
1787,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),XOM,0.0029811619414676902
1788,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),FDX,0.035810252904393325
1789,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),GS,0.030009347816775712
1790,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),GM,0.08106293645418537
1791,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),HAS,0.029843719216715848
1792,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),JBL,0.006355295313899378
1793,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),KMB,0.019601426747478556
1794,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),KLAC,0.019728983018253456
1795,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),LOW,0.005575063584810186
1796,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),MKC,0.006982838507688871
1797,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),NEM,0.009791101485250125
1798,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),OLN,0.05890377452248923
1799,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Simulated (Max Sharpe Ratio),PH,0.049897890095690775
1800,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,PPG,0.02
1801,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,DELL,0.02
1802,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,QCOM,0.02
1803,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,AMAT,0.02
1804,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,MRK,0.02
1805,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,AME,0.02
1806,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,PG,0.02
1807,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,CL,0.02
1808,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,V,0.02
1809,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,MA,0.02
1810,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,MU,0.02
1811,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,T,0.02
1812,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,JPM,0.02
1813,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,JNJ,0.02
1814,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,INTC,0.02
1815,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,GE,0.02
1816,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,MS,0.02
1817,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,RTX,0.02
1818,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,TXN,0.02
1819,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,IBM,0.02
1820,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,SPGI,0.02
1821,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,LMT,0.02
1822,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,ADP,0.02
1823,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,COF,0.02
1824,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,WDC,0.02
1825,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,ABT,0.02
1826,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,GILD,0.02
1827,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,UNP,0.02
1828,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,ADI,0.02
1829,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,TMUS,0.02
1830,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,MMM,0.02
1831,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,ADBE,0.02
1832,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,AXP,0.02
1833,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,BA,0.02
1834,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,CVX,0.02
1835,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,CSCO,0.02
1836,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,DD,0.02
1837,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,XOM,0.02
1838,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,FDX,0.02
1839,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,GS,0.02
1840,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,GM,0.02
1841,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,HAS,0.02
1842,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,JBL,0.02
1843,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,KMB,0.02
1844,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,KLAC,0.02
1845,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,LOW,0.02
1846,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,MKC,0.02
1847,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,NEM,0.02
1848,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,OLN,0.02
1849,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Equal-Weight,PH,0.02
1850,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,PPG,0.0
1851,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,DELL,0.3
1852,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,QCOM,0.0
1853,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,AMAT,0.16571
1854,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,MRK,0.0
1855,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,AME,0.0
1856,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,PG,0.0
1857,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,CL,0.0
1858,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,V,0.0
1859,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,MA,0.0
1860,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,MU,0.0
1861,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,T,0.0
1862,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,JPM,0.0
1863,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,JNJ,0.0
1864,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,INTC,0.0
1865,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,GE,0.0
1866,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,MS,0.02795
1867,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,RTX,0.0
1868,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,TXN,0.0
1869,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,IBM,0.0
1870,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,SPGI,0.0
1871,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,LMT,0.0
1872,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,ADP,0.0
1873,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,COF,0.0
1874,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,WDC,0.0
1875,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,ABT,0.0
1876,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,GILD,0.0
1877,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,UNP,0.0
1878,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,ADI,0.0
1879,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,TMUS,0.0
1880,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,MMM,0.0
1881,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,ADBE,0.0
1882,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,AXP,0.0
1883,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,BA,0.0
1884,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,CVX,0.0
1885,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,CSCO,0.0
1886,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,DD,0.0
1887,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,XOM,0.0
1888,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,FDX,0.08911
1889,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,GS,0.0
1890,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,GM,0.16398
1891,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,HAS,0.0
1892,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,JBL,0.0
1893,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,KMB,0.0
1894,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,KLAC,0.0
1895,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,LOW,0.21878
1896,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,MKC,0.0
1897,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,NEM,0.0
1898,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,OLN,0.03447
1899,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Markowitz,PH,0.0
1900,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,PPG,0.0
1901,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,DELL,0.03340933181336373
1902,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,QCOM,0.021599568008639825
1903,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,AMAT,0.0
1904,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,MRK,0.020189596208075835
1905,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,AME,0.0
1906,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,PG,0.0
1907,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,CL,0.0
1908,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,V,0.1594868102637947
1909,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,MA,0.09093818123637526
1910,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,MU,0.05113897722045558
1911,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,T,0.0
1912,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,JPM,0.0
1913,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,JNJ,0.0
1914,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,INTC,0.01703965920681586
1915,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,GE,0.1569568608627827
1916,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,MS,0.0
1917,Risk-Free Rate,0.05,Risk-Free Rate=0.05,Black-Litterman,RTX,0.0
