,Rebalance Date,Next Rebalance,Model,Holding Days,Gross Return,Net Return,Annualized Gross Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,"Value-at-Risk (VaR, 95%)","Conditional Value-at-Risk (CVaR, 95%)",Allocation Turnover,Transaction Cost Rate
84,2022-01-03,2023-01-03,Black-Litterman,251,-0.08479447563896814,-0.08596203993461649,-0.08511749937687818,0.21036352102944106,-0.6423048003554193,-1.03598143796952,-0.24938585745211395,-0.3413084456612464,-0.02147518349678367,-0.02883801392707073,1.2757399999999999,0.0012757399999999998
85,2022-01-03,2023-01-03,Risk-Parity,251,-0.06368867814116008,-0.06387471298707437,-0.0639341283233501,0.1997720060385171,-0.570320790098003,-0.9306086671632812,-0.214075444981767,-0.2986523201145065,-0.01934001939432877,-0.02713606966675735,0.19868909151388003,0.00019868909151388005
86,2023-01-03,2024-01-02,Simulated (Max Sharpe Ratio),250,0.1399184565750533,0.13876188299058057,0.14111332232174356,0.12550723979097356,0.7259606893872301,1.2502012095998536,-0.07848774859238761,1.7979025370518769,-0.011959198122264536,-0.015510650889358265,1.0146108064148538,0.0010146108064148537
87,2023-01-03,2024-01-02,Equal-Weight,250,0.2340682108011407,0.2340682108011407,0.2361463148410683,0.1346866392732876,1.382069638424683,2.4230038772421163,-0.10510917385747465,2.2466765380658082,-0.012724218527887672,-0.015661186444270583,0.0,0.0
88,2023-01-03,2024-01-02,Markowitz,250,-0.021732989813312176,-0.0233485229292838,-0.021904935490252297,0.1422425817492427,-0.5055092125437686,-0.828120171468557,-0.10260437369571918,-0.21348929583852824,-0.013663454212479957,-0.019121929196276796,1.6514234857651424,0.0016514234857651425
89,2023-01-03,2024-01-02,Black-Litterman,250,0.18681571501510597,0.1854805149576979,0.18844299358365535,0.1323018583842386,1.0464176034593657,1.6966249926579982,-0.10489037404780543,1.7965708988488256,-0.013941152468988126,-0.01655501009008199,1.1250272814184425,0.0011250272814184426
90,2023-01-03,2024-01-02,Risk-Parity,250,0.1523769270801798,0.15214235873993465,0.1536851716718477,0.11686003436771314,0.8872594658460456,1.5658735978486287,-0.09576452713678218,1.604823584126682,-0.01040445365182115,-0.013890134273799296,0.2035517500679665,0.0002035517500679665
91,2024-01-02,2025-01-02,Simulated (Max Sharpe Ratio),252,0.1519544903307395,0.15069538783551795,0.1519544903307395,0.1565558925100194,0.6512338098306617,0.9031771335378825,-0.12133751815321003,1.2523289798862551,-0.013412340651115066,-0.022465706956830193,1.0930140954265866,0.0010930140954265866
92,2024-01-02,2025-01-02,Equal-Weight,252,0.16499700040895338,0.16499700040895338,0.16499700040895338,0.12404274815708376,0.9270755615904677,1.3644299146509187,-0.07659279936101082,2.154210340730075,-0.011208155600904006,-0.01763043943547831,0.0,0.0
93,2024-01-02,2025-01-02,Markowitz,252,0.21345683528248371,0.2110299216119187,0.21345683528248371,0.25719272648926755,0.6355422158071979,0.8745869431964597,-0.18839747385380112,1.1330132560489052,-0.0239526365172749,-0.03684103010245467,2.0,0.002
