,Model,Ticker,Weight,Marginal Risk Contribution,Component Risk,Component Variance,Risk Contribution %,Portfolio Volatility
223,Risk-Parity,COF,0.011578030540251137,0.30034544098859767,0.0034774086883911795,0.0006153762794925394,0.019650369357867105,0.17696403691256746
224,Risk-Parity,WDC,0.012548731130642731,0.2928261364817606,0.0036745964547345066,0.0006502714226544267,0.02076465093611089,0.17696403691256746
225,Risk-Parity,ABT,0.02864996406330139,0.1254108480105676,0.003593016288650914,0.0006358346671322766,0.0203036523767036,0.17696403691256746
226,Risk-Parity,GILD,0.022848378002168636,0.16719618905396222,0.003820161728026979,0.0006760312410505437,0.021587220740869533,0.17696403691256746
227,Risk-Parity,UNP,0.020311690463288425,0.1839123057603798,0.0037355698269944918,0.0006610615167537264,0.021109203271849647,0.17696403691256746
228,Risk-Parity,ADI,0.013423813114625356,0.2572057822347331,0.003452682352720084,0.0006110006073141272,0.01951064415662007,0.17696403691256746
229,Risk-Parity,TMUS,0.026015904902774206,0.14511368680136225,0.0037752638759152007,0.0006680859358921401,0.021333509009971573,0.17696403691256746
230,Risk-Parity,MMM,0.022424147138663215,0.1697403901897399,0.003806283484988834,0.0006735752911372598,0.021508796653804875,0.17696403691256746
231,Risk-Parity,ADBE,0.01425593622938927,0.23896710035326738,0.003406699743558246,0.0006028633391690755,0.019250802609353853,0.17696403691256746
232,Risk-Parity,AXP,0.012721787078267374,0.2597473798549315,0.0033044508606522747,0.0005847689640802344,0.01867300790773044,0.17696403691256746
233,Risk-Parity,BA,0.015742573982771686,0.2209404778532591,0.0034781718183938604,0.000615511326058503,0.01965468170299663,0.17696403691256746
234,Risk-Parity,CVX,0.021775548294075624,0.17537175252735362,0.0038188160665760676,0.0006757931073678729,0.021579616588780846,0.17696403691256746
235,Risk-Parity,CSCO,0.015422853924095658,0.2263803939464065,0.0034914317471146563,0.000617857856574108,0.019729611778915655,0.17696403691256746
236,Risk-Parity,DD,0.01421270238624878,0.23713473340566785,0.003370325391337204,0.0005964263869599602,0.019045256031327867,0.17696403691256746
237,Risk-Parity,XOM,0.02342748006171042,0.16343460068216623,0.003828860848875053,0.0006775706725934093,0.021636378304179263,0.17696403691256746
238,Risk-Parity,FDX,0.01760374185568539,0.20455945237597262,0.0036010117937669913,0.0006372495839947727,0.020348833902032543,0.17696403691256746
239,Risk-Parity,GS,0.01326661852646983,0.25354754131132007,0.0033637185089016334,0.000595257206372755,0.01900792142622483,0.17696403691256746
240,Risk-Parity,GM,0.027889873210341753,0.12559906210557648,0.0035029419174623677,0.0006198947427843903,0.019794654205323448,0.17696403691256746
241,Risk-Parity,HAS,0.02189892142661872,0.17243058015512658,0.0037760437263633984,0.0006682239413756412,0.02133791584009256,0.17696403691256746
242,Risk-Parity,JBL,0.012349379629563109,0.29574600213384045,0.003652279654276377,0.0006463221515543839,0.02063854169466566,0.17696403691256746
243,Risk-Parity,KMB,0.03079074693394871,0.09951465024355681,0.0030641304118697752,0.0005422408873110434,0.017314989335283235,0.17696403691256746
244,Risk-Parity,KLAC,0.01267330191848383,0.28657130318840807,0.0036318046464800633,0.000642698811518932,0.020522840176133792,0.17696403691256746
245,Risk-Parity,LOW,0.018064374608836867,0.20126433596701376,0.003635714360306936,0.0006433906902609083,0.020544933443755194,0.17696403691256746
246,Risk-Parity,MKC,0.030531850707083644,0.10314617389388826,0.003149243582335085,0.0005573028575510122,0.017795952427842893,0.17696403691256746
247,Risk-Parity,NEM,0.0313941032862277,0.10119294227419554,0.003176861681593372,0.0005621902678876107,0.01795201859665398,0.17696403691256746
248,Risk-Parity,OLN,0.012775800839212148,0.25699591521246967,0.003283328629245564,0.0005810310887419015,0.01855364901552148,0.17696403691256746
249,Risk-Parity,PH,0.013808726864246598,0.2423566422665367,0.0033466366767945276,0.0005922343364052189,0.018911394287687944,0.17696403691256746
